0.02	6.619545949863951e-11	8.33408800203617e-12	3.159987911391487e-10
0.07888888888888888	1.351878996396375e-10	1.0748445176260543e-12	2.7400662364459795e-11
0.13777777777777778	1.1480218285469711e-10	1.0745832185635272e-12	1.5890365991546215e-11
0.19666666666666666	9.139287336337373e-11	1.258743138101714e-12	1.3317091156384102e-11
0.25555555555555554	7.431534258125147e-11	1.2847398751871068e-12	1.229378515428426e-11
0.31444444444444447	6.213230811335838e-11	1.2365974559500476e-12	1.1729872362979118e-11
0.3733333333333333	5.319549913806236e-11	1.1619121037947458e-12	1.1351886024287654e-11
0.4322222222222222	4.642280396982862e-11	1.0805193402305722e-12	1.1067044351466596e-11
0.4911111111111111	4.11379692771296e-11	1.0004470786146643e-12	1.0836634278959736e-11
0.55	3.69105153128772e-11	9.24797793639943e-13	1.0641806248867652e-11
