0.021008	3.9382555087966507e-10	9.071072680792286e-12	2.302377062428615e-10
0.029282	3.205064411279375e-10	6.784339304879917e-12	1.2021743476269036e-10
0.030338999999999998	3.1369099799877903e-10	4.92476556468717e-12	1.1222722969872341e-10
0.038505000000000005	2.694315080973449e-10	9.999490478110815e-12	7.099751509409997e-11
0.048943	2.2963885117626796e-10	1.0910676921423271e-11	4.5255425724974715e-11
0.056868	2.0674547595033482e-10	5.263223782859788e-12	3.440005118806802e-11
0.060892	1.9680677132604424e-10	8.592153946406531e-12	3.043277100441958e-11
0.073725	1.7024406827013728e-10	7.547715849315158e-12	2.181307574179966e-11
0.08422700000000001	1.5315589308659407e-10	4.575940739615941e-12	1.7474414921747368e-11
0.08686	1.493533078306261e-10	5.5893480825539906e-12	1.6623950895250836e-11
0.10063899999999999	1.3174343486616326e-10	4.66140847815257e-12	1.3199397796987718e-11
0.112624	1.1932787259418198e-10	3.888968041344007e-12	1.1175670983505142e-11
0.14108400000000001	9.660314163217205e-11	3.408495420087446e-12	8.247366268032438e-12
0.173839	7.853603422651083e-11	4.0048282161619655e-12	6.4717788271777515e-12
0.222268	6.025862051345361e-11	2.904747460250414e-12	5.122381208689031e-12
0.295242	4.49709194012742e-11	1.6038082628838795e-12	4.1822076958703655e-12
